X Y R B G
8.960585145286228 10.77161609169382 0 1 0
7.900536568308526 11.334703648495841 0 1 0
9.454384029380652 11.612290377611416 0 1 0
6.379202083040291 11.602438099303239 0 1 0
7.131293113364638 10.894559413126823 0 1 0
8.455246056205693 12.28298538384085 0 1 0
8.140431279403646 11.498804054935064 0 1 0
8.485782707182965 10.868292393719011 0 1 0
10.37109582519522 9.591418633706475 0 1 0
8.278518350674297 11.139908483336223 0 1 0
8.62669631169877 12.309385233526422 0 1 0
9.43143308775385 11.355692059386072 0 1 0
7.784604081803763 10.530923273853436 0 1 0
7.0560986252795015 10.685274579887203 0 1 0
8.67636900541667 10.255591530317279 0 1 0
7.460821155230472 11.282162591618409 0 1 0
8.255820591538887 11.761936550221497 0 1 0
9.750799307223131 10.926185560470376 0 1 0
9.794580221952538 10.01917120447559 0 1 0
8.712024817691278 10.798060359952995 0 1 0
8.389830237264704 10.487391233121201 0 1 0
7.681419843796714 10.629894427756142 0 1 0
8.749133746956945 11.31417041089982 0 1 0
8.548001680978366 11.456564288318123 0 1 0
7.843322904210755 11.390612903790869 0 1 0
8.792548234364842 11.911302022339532 0 1 0
7.567469767879983 12.071311812480843 0 1 0
10.19146299863159 9.500009833755911 0 1 0
9.245269555148273 11.424900074245269 0 1 0
7.852585928584559 11.357370458232866 0 1 0
7.238295734057473 11.861464293157164 0 1 0
7.178834996051875 12.456564612691821 0 1 0
8.063692033789387 11.129252485051845 0 1 0
6.994661159906608 11.131021752919503 0 1 0
9.107091571535307 10.05926421995597 0 1 0
7.720749641566499 9.740276006707226 0 1 0
7.819474254376295 11.004459378224217 0 1 0
8.293777830499181 11.322519270383179 0 1 0
8.427632332505734 11.538723061455837 0 1 0
8.227545987759338 12.580181650235746 0 1 0
8.769923971876793 11.667831100840466 0 1 0
7.601511613266469 10.875098407875212 0 1 0
8.409418461070844 11.144807011493217 0 1 0
6.777722336036699 11.401520875478898 0 1 0
7.341950123311211 11.672328215488784 0 1 0
6.905343867017773 12.601290840667462 0 1 0
7.900172544779602 11.524782076733837 0 1 0
9.831509282469522 10.435171355736923 0 1 0
7.574515835313347 11.729337473110535 0 1 0
7.559032347099232 12.073399558789056 0 1 0
7.801998129378414 11.368189073258533 0 1 0
8.815828160790804 11.389971608693273 0 1 0
8.498071537811219 10.294114131292387 0 1 0
8.968059673270231 10.319915897687022 0 1 0
7.0214799824682705 11.373716197773843 0 1 0
9.372718171402404 11.833817635519695 0 1 0
6.175122560614107 11.044483976789332 0 1 0
7.404266873685663 9.242211424975531 0 1 0
6.7077009442239115 11.191591767110031 0 1 0
7.3121182503750415 11.622064023277137 0 1 0
9.138396675260955 9.607842436106102 0 1 0
8.35667569662673 11.705516685954274 0 1 0
6.2319577307209615 11.925215681377118 0 1 0
6.505585721337644 12.305452443662224 0 1 0
7.787270416310807 10.597995189561203 0 1 0
7.949592316737014 10.50954063588249 0 1 0
7.993016303627582 12.612576930826606 0 1 0
7.8039614616665975 10.689987682267551 0 1 0
8.05586376614448 11.473104121775267 0 1 0
11.076108077281818 9.430727121885493 0 1 0
9.470325594734216 10.292316415747065 0 1 0
8.323400063524769 11.374361152481642 0 1 0
9.763468537050215 9.900179928737812 0 1 0
8.688475395083106 11.21637537779152 0 1 0
7.479667395075405 11.392188846485386 0 1 0
6.465137133536997 12.033214644923449 0 1 0
6.9052567164935965 11.298321722980617 0 1 0
7.240541727820708 11.464651292864158 0 1 0
9.464858996511504 11.07914390233633 0 1 0
8.208614911809155 11.97174348561887 0 1 0
8.054036076679646 10.55789023924485 0 1 0
8.7298897880471 12.2674782711534 0 1 0
9.795961459977558 11.336988179059139 0 1 0
6.086650908178677 12.616593403569478 0 1 0
7.707437468655094 11.828139401710162 0 1 0
8.902956613903555 11.246723808669087 0 1 0
8.055800160241011 12.427538722257852 0 1 0
9.46846749060668 11.233525390756448 0 1 0
8.852090963107457 12.30964344255155 0 1 0
8.457257678477031 12.084998760136504 0 1 0
7.8050826267837055 11.2778429020253 0 1 0
7.67409989347046 10.947218377040487 0 1 0
6.322497474203505 11.552408050118574 0 1 0
8.05387184413625 10.609320348075643 0 1 0
7.785484914208734 12.22686577102365 0 1 0
8.052868265438683 11.274766384310402 0 1 0
6.77652419137291 10.580461745419983 0 1 0
8.143249795244692 11.050002782339805 0 1 0
3.872166398718778 10.825745565237288 1 0 0
3.3948402405068387 10.361459351741171 1 0 0
3.9620881047987098 10.332127852951361 1 0 0
3.88693832103149 10.365273567445549 1 0 0
3.80623127195002 11.247624823300841 1 0 0
3.197972138708538 11.16874004941481 1 0 0
4.014876956156132 9.679134608422203 1 0 0
2.9574362150520264 9.850606990260484 1 0 0
3.9452945885481947 10.305743227029403 1 0 0
3.048008609477172 11.940496931313605 1 0 0
3.504694527720165 10.81508416773064 1 0 0
3.325702228997499 10.950278588086618 1 0 0
3.3880626475317834 10.86279199223349 1 0 0
2.250614638462455 10.600548729103933 1 0 0
5.025660282012426 11.189563986981726 1 0 0
2.184793364055671 10.457757756792732 1 0 0
3.3508968453410475 11.196086100177576 1 0 0
2.519444785400836 10.489895577199398 1 0 0
5.741943087002322 9.715453454053355 1 0 0
3.2254278757139856 10.274975132522483 1 0 0
2.7469094672509833 12.083371241395266 1 0 0
3.1727011140128907 11.172599835422004 1 0 0
5.2870040771667774 9.23303213103684 1 0 0
4.132433256548192 10.092101308119947 1 0 0
3.4226529789471503 10.913692396117574 1 0 0
2.815324734546561 10.10361787731827 1 0 0
3.58591468776659 10.816912560413122 1 0 0
4.752049071295596 10.249552175817467 1 0 0
3.9485323581908913 10.588200611834235 1 0 0
4.172149793566957 11.423048298583234 1 0 0
4.7338318686597916 9.370447082283567 1 0 0
4.169663992573114 10.541868818826769 1 0 0
3.801025493439038 11.612582136612014 1 0 0
4.6109034686868675 9.952112161844086 1 0 0
4.595912579429886 10.582765949052938 1 0 0
3.551037299923462 10.764044621374694 1 0 0
3.2024882387053006 10.367368911381071 1 0 0
4.688922652596044 9.81257761531033 1 0 0
5.049981224126315 9.674804416597121 1 0 0
4.735772110545057 10.36655415114992 1 0 0
3.1942955777801547 10.311516544684943 1 0 0
5.0722801128868245 11.341986879305876 1 0 0
4.985531474809746 10.17404371384797 1 0 0
4.450417564518416 11.355497244358801 1 0 0
3.929744405819811 11.312298401852363 1 0 0
3.769243111577958 10.18426347994109 1 0 0
4.468921221311316 9.801960527372476 1 0 0
4.621837679117737 11.331950126313187 1 0 0
3.647887181523931 11.966974513807315 1 0 0
2.4950286214512687 11.272152562665969 1 0 0
3.98558416703902 10.639930568591438 1 0 0
4.194989079060964 10.007422123908583 1 0 0
3.845714180345654 9.220441970008716 1 0 0
3.564517991598752 10.848698416423693 1 0 0
4.3327413049145855 10.273997466490295 1 0 0
3.7471361087486557 9.530765919934549 1 0 0
2.6729804366539556 10.796620015117803 1 0 0
3.5959129074087093 10.931249834146115 1 0 0
2.354558679632645 10.428477188617618 1 0 0
2.4516477216594863 10.603966026565047 1 0 0
4.260013657662586 9.639813229602101 1 0 0
3.3586322459197007 10.142809465623717 1 0 0
3.9845513081840984 11.306238529534264 1 0 0
2.759865190133076 10.281018878233203 1 0 0
3.2061059567369945 10.612827161247068 1 0 0
1.6881123333404568 9.793136714979148 1 0 0
2.5398159312219173 10.111629703939434 1 0 0
2.960247710303941 10.74948276067077 1 0 0
2.37141813664684 11.863022193755262 1 0 0
3.6424547469393955 9.842386452108915 1 0 0
2.528824209709075 11.174945847743155 1 0 0
3.424130875997464 9.806739685213007 1 0 0
3.1776075812609594 11.619316699444822 1 0 0
2.792203155417984 10.741882465556355 1 0 0
2.643018330974657 11.190110232826013 1 0 0
5.138124333536079 8.671140444316963 1 0 0
4.313372042300188 9.151091174276207 1 0 0
4.192178374975819 9.871158655175325 1 0 0
2.8345034979312436 10.285635528023768 1 0 0
4.529960483089867 9.527376083878606 1 0 0
5.1895493572359435 8.864605633458137 1 0 0
4.344537458038996 10.496038313676891 1 0 0
3.2997683303983667 10.069866445725465 1 0 0
3.6849407787375634 9.932935113213038 1 0 0
2.878051253497505 10.82589633820029 1 0 0
3.5582533680026804 10.629298082913703 1 0 0
3.7130541233085443 10.147578251687992 1 0 0
4.2152208213214575 10.43947666116502 1 0 0
2.7960235417025743 10.83676428241681 1 0 0
5.220443078442662 10.21595256560505 1 0 0
3.0519987234127957 10.743352225083317 1 0 0
2.4076009205899798 11.657398340626251 1 0 0
4.504401942290445 9.977291564628384 1 0 0
4.284605111518373 10.402056430258261 1 0 0
4.110571483766585 9.522177619235036 1 0 0
3.3772537893381456 10.997861225139626 1 0 0
5.0864591761450315 9.081070944761002 1 0 0
3.211401211107529 10.373590214698922 1 0 0
3.0594272044991575 11.044259628882504 1 0 0
4.1195917882641915 9.91474718472255 1 0 0
5.503970112716973 11.297760343710156 1 0 0
5.60779327946288 11.394627826226131 1 0 0
15.605655864071686 9.080223647284281 0 0 1
12.512028838125605 8.498636354899585 0 0 1
14.717925417455499 8.062213106585629 0 0 1
14.936273999610403 8.366465631821663 0 0 1
13.963314676215703 7.588709503169309 0 0 1
14.513606139810252 8.976258093728473 0 0 1
14.500437032146033 8.719105018494181 0 0 1
15.094519644616067 8.033681354665397 0 0 1
13.413207977105133 7.705905707199408 0 0 1
15.438196670489495 8.669971055344986 0 0 1
13.292460911592158 7.836679546932558 0 0 1
15.301709235042937 8.586897202467108 0 0 1
13.83022949045212 8.490185514300777 0 0 1
15.283552625918464 8.369902348936657 0 0 1
14.116802355614253 7.789407919217464 0 0 1
14.180362889998706 8.075482647095724 0 0 1
14.361857339215609 8.278920268845427 0 0 1
15.373625260529423 7.606860468956917 0 0 1
13.908551374821526 7.500226241282418 0 0 1
15.67447753272006 9.05542240645436 0 0 1
14.398408816137039 8.587012580577637 0 0 1
14.14010525694137 8.366567470055633 0 0 1
15.731576945794528 8.686201978751258 0 0 1
13.986460840750672 10.259576552613186 0 0 1
14.523031237237552 9.061417757650108 0 0 1
15.3970192394784 8.240127361456446 0 0 1
14.486396328016554 7.642425186543949 0 0 1
13.949577410108564 7.8697178785136686 0 0 1
14.638305556716855 8.005371719135896 0 0 1
15.714680701131906 8.830759403090667 0 0 1
14.713842748038669 8.673325304448811 0 0 1
14.709320882841382 7.5557073697287205 0 0 1
14.430826517288516 8.838370936565694 0 0 1
13.17567634833838 8.849216016127379 0 0 1
13.366916763023916 8.571832702695943 0 0 1
14.602873891503627 8.937986890351866 0 0 1
15.721651769021996 8.117842960334917 0 0 1
15.842456488581597 9.794365259834244 0 0 1
16.09631923687181 9.003900477897362 0 0 1
14.406845194727667 8.332808893876656 0 0 1
15.340291429216842 9.219195602863225 0 0 1
14.25038599748365 8.819771166376121 0 0 1
15.23681495189873 9.44911736555998 0 0 1
13.527244517406125 8.572345687102601 0 0 1
15.275904643147527 8.665380732164463 0 0 1
15.472040377657661 7.811124076735954 0 0 1
14.670671636616996 8.915848032440486 0 0 1
14.78060764818686 7.456488376335145 0 0 1
14.621977266175012 8.920429239950955 0 0 1
14.805540818392469 7.9904638940645185 0 0 1
13.355527155773203 8.22446176496608 0 0 1
16.11846362831017 9.146891561358528 0 0 1
14.776402883142792 7.92540977136623 0 0 1
13.191826077473996 8.358283098164337 0 0 1
13.4209427196733 7.500507927371942 0 0 1
14.160781704185172 7.033103107340109 0 0 1
13.932958253722964 8.469306421702354 0 0 1
13.166783201226213 7.955307658437729 0 0 1
13.7010578222485 7.577720261908333 0 0 1
14.18893447479964 8.974262407418381 0 0 1
15.70300400500781 8.767779558326321 0 0 1
15.304350752148247 8.455311678614528 0 0 1
14.638876441823928 7.597377005587125 0 0 1
12.910890830843783 8.172095704145605 0 0 1
15.59670228712087 9.243102342316826 0 0 1
15.040615381017428 8.145605816213173 0 0 1
14.475394080361866 8.615192697780866 0 0 1
13.813846514436293 8.32108118216858 0 0 1
14.891983683107155 8.301827534369387 0 0 1
15.861215854175263 8.46396414790776 0 0 1
14.809277649502636 8.897753682493935 0 0 1
13.666964434280548 9.057773383403438 0 0 1
14.464989290789106 8.501750882239625 0 0 1
14.869613736693324 8.827518766032263 0 0 1
15.151663474360724 7.6053678045616575 0 0 1
15.621034481965681 8.77701388936799 0 0 1
15.007099995993798 8.970269939888869 0 0 1
14.084936859299152 8.991870903981443 0 0 1
14.422621649943604 8.496841871655082 0 0 1
16.236084652047253 7.720297741781179 0 0 1
13.942185941664153 7.873726433317785 0 0 1
15.763394365423148 8.018328243457916 0 0 1
14.316637292501062 8.484666820527972 0 0 1
13.028930800713526 8.411675991916635 0 0 1
14.219899849970023 7.88475073187513 0 0 1
15.700756716484483 9.195484768694877 0 0 1
13.499350678374494 8.50552771130401 0 0 1
15.226409027799718 8.670024216861098 0 0 1
15.100156895363927 8.423569643702274 0 0 1
14.80480913720735 7.723854835062959 0 0 1
16.61186807489134 8.733786355154805 0 0 1
13.522851488553577 8.83000996015449 0 0 1
15.71141213448557 8.8523812311835 0 0 1
16.4718041615012 8.623702513781568 0 0 1
15.381230281517075 8.524256973763363 0 0 1
15.187215094044412 7.63908725528964 0 0 1
14.69535628237664 8.660314442295583 0 0 1
15.102233706882812 7.731866994711687 0 0 1
14.732685146525231 8.547598399513628 0 0 1
13.525148576968505 7.992982853093446 0 0 1
8.136938670610652 11.23472610255633 0 0 0
3.7326404909716078 10.489521798221816 0 0 0
14.651617463630066 8.417584998000578 0 0 0
