# iteration error x0 x1 x2 x3
0 28.831701692002007 0.3811800510052248 -0.052750123682462124 -0.18733189313190268 0.22044945508371538
1 11.639116413367741 0.7070080720842195 -0.615836534564068 -0.75122089474665 -0.09692786626309378
2 11.50937419852086 0.7524966162424636 -0.7077576765903324 -0.8190374191829162 0.02851742846362705
3 11.33775332310599 0.7696347370997959 -0.7754723792370612 -0.87600818912146 0.1538672907825526
4 11.192241018166104 0.7833163952269058 -0.8296400921979767 -0.9343671510173921 0.268559928103966
5 11.069229995944719 0.7947623113884291 -0.8724207608584376 -0.9942761215928083 0.373700688217237
6 10.963708459119712 0.8043119397558864 -0.9054254428127099 -1.0555097683228933 0.47059879279410444
7 10.871791373863282 0.8122322284484842 -0.9300310355068089 -1.117861514016294 0.5603928889867709
8 10.790514566501 0.8187518856202429 -0.9474214182058474 -1.1811532884655298 0.644062748733907
9 10.717609888430095 0.8240675797729677 -0.9586147591227528 -1.24523197435244 0.7224510746350488
10 10.651334766934484 0.8283484535080732 -0.9644867167510651 -1.3099659303592242 0.7962826673826258
11 10.59034453855104 0.8317399767745116 -0.9657903842171294 -1.3752419860777858 0.8661809252923548
12 10.533596719613238 0.8343672598485828 -0.9631734421087199 -1.4409628569553758 0.9326820352697291
13 10.480279085938678 0.8363379026332703 -0.9571929107876915 -1.5070449209952672 0.9962471777977641
14 10.429755520991339 0.8377444452026621 -0.9483278381459286 -1.5734163066032418 1.0572730238623
15 10.381525142004064 0.8386664753976124 -0.936990211735528 -1.6400152480363004 1.116100762854131
16 10.335191363405464 0.8391724414676638 -0.9235343437684551 -1.706788671003208 1.173023867034738
17 10.290438410134117 0.8393212110374082 -0.9082649427044773 -1.7736909762076079 1.2282947693809803
18 10.24701342686967 0.8391634118986714 -0.8914440552366812 -1.8406829931320454 1.282130606879156
19 10.204712799752164 0.8387425851615435 -0.8732970367601371 -1.907731080238018 1.3347181600568894
20 10.163371656922347 0.8380961770242669 -0.8540176862855113 -1.9748063510914475 1.3862181012377248
21 10.122855774395868 0.8372563917469288 -0.8337726627318702 -2.0418840087905408 1.4367686482612845
22 10.083055307494659 0.83625092525322 -0.8127052831681912 -2.1089427735393604 1.4864887068728716
23 10.043879912424439 0.8351035960661053 -0.7909387894986012 -2.175964390331537 1.5354805733421883
24 10.005254930300424 0.8338348879453275 -0.7685791579815634 -2.242933205532889 1.5838322588562177
25 9.9671183863936 0.8324624165838844 -0.7457175155624766 -2.3098358027206722 1.6316194886181998
26 9.929418617576529 0.8310013309912758 -0.7224322180453472 -2.376660689486607 1.6789074211769206
27 9.892112386068701 0.8294646587039793 -0.698790637428469 -2.4433980280714436 1.7257521271395242
28 9.855163371460977 0.8278636026844063 -0.6748506991060194 -2.510039403696868 1.7722018609416137
29 9.818540958491225 0.8262077966694521 -0.6506622039413242 -2.5765776253191457 1.8182981546358765
30 9.782219257271834 0.8245055247835277 -0.6262679653185679 -2.643006554267108 1.8640767586073645
31 9.746176307211165 0.8227639104171827 -0.601704787066338 -2.7093209568621304 1.9095684506377328
32 9.71039342690142 0.820989078672547 -0.5770043045226656 -2.7755163776638807 1.9547997317427386
33 9.674854680639267 0.8191862960748537 -0.5521937078946417 -2.841589030455285 1.999793424628846
34 9.639546438656302 0.8173600907316132 -0.5272963643852259 -2.9075357044841708 2.0445691883972037
35 9.60445701305156 0.8155143556757449 -0.5023323532545936 -2.9733536838264136 2.0891439612159917
36 9.569576355203035 0.8136524377460455 -0.4773189260006406 -3.0390406780342736 2.1335323410418185
37 9.534895803361824 0.8117772140290057 -0.4522709021380733 -3.1045947624906023 2.1777469130601035
38 9.50040787140772 0.8098911576027433 -0.42720100958893636 -3.170014327110559 2.221798531300977
39 9.466106071521573 0.8079963940802051 -0.402120177436086 -3.2352980322226594 2.2656965608437614
40 9.431984764924982 0.806094750239247 -0.377037787706322 -3.3004447706243965 2.3094490861255785
41 9.398039035939174 0.8041877958470349 -0.3519618919168943 -3.365453634948329 2.353063090097737
42 9.364264585489112 0.802276879631191 -0.3268993973166828 -3.430323889595448 2.3965446083097106
43 9.330657640876852 0.8003631602168543 -0.3018562270632106 -3.4950549465966265 2.4398988614295036
44 9.297214879208092 0.7984476327341449 -0.2768374579831254 -3.5596463448524336 2.483130369218223
45 9.263933362307986 0.7965311517019691 -0.251847439053294 -3.6240977322785244 2.5262430485542895
46 9.23081048132895 0.7946144507092716 -0.2268898933006231 -3.6884088504499704 2.56924029773951
47 9.197843909552347 0.792698159341932 -0.20196800544111876 -3.75257952139478 2.6121250690068116
48 9.165031562130828 0.7907828177407692 -0.17708449725395164 -3.816609636235898 2.6548999308808408
49 9.132371561720165 0.7888688891221725 -0.15224169240699248 -3.8804991454229256 2.697567121811464
50 9.099862209115948 0.7869567705464973 -0.12744157221005326 -3.944248050331128 2.740128596301499
51 9.06750195814934 0.7850468021794289 -0.10268582356550081 -4.007856396036348 2.782586064579133
52 9.035289394211253 0.783139275257242 -0.07797588020818134 -4.071324265101292 2.8249410267183923
53 9.003223215870994 0.7812344389373204 -0.05331295817382445 -4.1346517722316145 2.8671948019846796
54 8.971302219136374 0.779332506189961 -0.028698086303622687 -4.197839059680112 2.909348554073607
55 8.939525283970223 0.7774336588656225 -0.00413213247969238 -4.260886293294271 2.9514033128178463
56 8.907891362735928 0.7755380520530197 0.02038417381117609 -4.323793659117215 2.993359992856295
57 8.876399470292778 0.7736458178272992 0.044850222071588106 -4.386561360464538 3.0352194096906815
58 8.84504867550342 0.7717570684736648 0.06926550410352106 -4.449189615410426 3.0769822934952096
59 8.813838093950086 0.7698718992598491 0.09362959965412124 -4.511678654625846 3.1186493009937384
60 8.782766881686374 0.7679903908205871 0.11794216407042567 -4.574028719519457 3.1602210256748955
61 8.7518342298761 0.7661126112083735 0.14220291768186155 -4.636240060638927 3.2016980065777587
62 8.721039360192481 0.764238617657215 0.16641163666873793 -4.6983129362962 3.243080735848145
63 8.690381520869165 0.7623684580995448 0.1905681452087416 -4.760247611385356 3.2843696652375503
64 8.659859983310067 0.760502172470842 0.2146723087226043 -4.822044356366129 3.325565211692721
65 8.629474039178534 0.7586397938316606 0.2387240280651118 -4.8837034463898865 3.3666677621631065
66 8.599222997897655 0.7567813493326344 0.2627232345291508 -4.945225160548158 3.4076776777356854
67 8.569106184503184 0.7549268610444183 0.286669885549006 -5.00660978122651 3.4485952971912424
68 8.539122937799132 0.7530763466714793 0.3105639610050631 -5.067857593549092 3.489420940063115
69 8.509272608772951 0.7512298201659802 0.33440546004573596 -5.128968884901085 3.5301549092679987
70 8.479554559233563 0.7493872922557554 0.35819439835424355 -5.189943944518238 3.570797493368729
71 8.449968160640596 0.7475487708983861 0.38193080579797806 -5.250783063134024 3.6113489685205242
72 8.42051279309777 0.7457142616717198 0.40561472440692337 -5.311486532676412 3.6518096001450036
73 8.39118784448711 0.7438837681097323 0.4292462066350644 -5.3720546460072525 3.6921796443700563
74 8.36199270972419 0.7420572919913888 0.4528253138652018 -5.4324876966983835 3.7324593492683547
75 8.332926790117007 0.7402348335890537 0.47635211512307696 -5.492785978839229 3.772648955922668
76 8.303989492814184 0.7384163918821539 0.49982668597155494 -5.5529497868715785 3.812748699342234
77 8.275180230329518 0.7366019647409152 0.5232491075596295 -5.612979415447666 3.8527588092510205
78 8.246498420132264 0.7347915490843876 0.5466194658046083 -5.672875159308337 3.8926795107658183
79 8.21794348429387 0.7329851410163475 0.5699378506888216 -5.732637313178451 3.932511024979557
80 8.18951484918303 0.7311827359421709 0.59320435565484 -5.7922661716771335 3.9722535694631302
81 8.161211945202417 0.7293843286693547 0.6164190770854171 -5.851762029240826 4.011907358697144
82 8.133034206561087 0.7275899134939477 0.6395821138562732 -5.911125180057233 4.051472604443343
83 8.104981071077493 0.7257994842748964 0.6626935669515678 -5.970355918008817 4.090949516064244
84 8.077051980008907 0.72401303449797 0.6857535391332558 -6.029454536624327 4.13033830079812
85 8.04924637790341 0.7222305573307305 0.7087621346567939 -6.08842132903734 4.169639163995674
86 8.021563712471307 0.720452045669817 0.7317194590267123 -6.147256587950823 4.208852309323714
87 7.994003434473242 0.7186774921815919 0.7546256187864799 -6.205960605606824 4.247977938940447
88 7.9665649976226245 0.7169068893371032 0.7774807213378485 -6.264533673760643 4.2870162536463985
89 7.9392478585003845 0.7151402294421405 0.8002848747855608 -6.322976083658788 4.325967453014329
90 7.912051476480237 0.7133775046630819 0.8230381878038734 -6.381288126020237 4.364831735501104
91 7.884975313663183 0.7116187070491202 0.8457407695218319 -6.439470091020516 4.403609298544051
